"CaseMasterID","CaseNo","BriefFacts"
"1550","202301550","Case registered at Kolar PS 22 regarding dowry harassment. Investigation ongoing under IO Quincy."
"1551","202401551","Case registered at Belagavi PS 11 regarding cheating. Investigation ongoing under IO Ryan."
"1552","202501552","Case registered at Bengaluru Urban PS 103 regarding criminal breach of trust. Investigation ongoing under IO Udyati."
"1553","202501553","Case registered at Hassan PS 1 regarding attempt to murder. Investigation ongoing under IO Amara."
"1554","202501554","Case registered at Bengaluru Urban PS 87 regarding sexual assault. Investigation ongoing under IO Vincent."
"1555","202501555","Case registered at Dakshina Kannada PS 41 regarding gambling. Investigation ongoing under IO Chakrika."
"1556","202501556","Case registered at Dakshina Kannada PS 18 regarding identity theft. Investigation ongoing under IO Bimala."
"1557","202501557","Case registered at Dharwad PS 15 regarding attempt to murder. Investigation ongoing under IO Lajita."
"1558","202501558","Case registered at Udupi PS 18 regarding online fraud. Investigation ongoing under IO Tanay."
"1559","202301559","Case registered at Chikkamagaluru PS 22 regarding identity theft. Investigation ongoing under IO Nachiket."
"1560","202501560","Case registered at Uttara Kannada PS 22 regarding murder. Investigation ongoing under IO Ijaya."
"1561","202401561","Case registered at Belagavi PS 12 regarding robbery. Investigation ongoing under IO Hredhaan."
"1562","202301562","Case registered at Bengaluru Urban PS 102 regarding dowry harassment. Investigation ongoing under IO Sai."
"1563","202301563","Case registered at Koppal PS 15 regarding robbery. Investigation ongoing under IO Farhan."
"1564","202501564","Case registered at Bengaluru Urban PS 2 regarding grievous hurt. Investigation ongoing under IO Arjun."
"1565","202501565","Case registered at Bengaluru Urban PS 6 regarding grievous hurt. Investigation ongoing under IO Benjamin."
"1566","202601566","Case registered at Bidar PS 12 regarding grievous hurt. Investigation ongoing under IO Garima."
"1567","202401567","Case registered at Kalaburagi PS 3 regarding murder. Investigation ongoing under IO Bachittar."
"1568","202301568","Case registered at Bengaluru Urban PS 108 regarding dowry harassment. Investigation ongoing under IO Raagini."
"1569","202501569","Case registered at Kodagu PS 9 regarding gambling. Investigation ongoing under IO Jackson."
"1570","202401570","Case registered at Uttara Kannada PS 22 regarding grievous hurt. Investigation ongoing under IO Ekani."
"1571","202601571","Case registered at Haveri PS 12 regarding theft. Investigation ongoing under IO Peter."
"1572","202401572","Case registered at Mysuru PS 34 regarding sexual assault. Investigation ongoing under IO Amruta."
"1573","202501573","Case registered at Bengaluru Rural PS 29 regarding public nuisance. Investigation ongoing under IO Chakrika."
"1574","202501574","Case registered at Bidar PS 12 regarding identity theft. Investigation ongoing under IO Bhavna."
"1575","202601575","Case registered at Gadag PS 28 regarding robbery. Investigation ongoing under IO Chakrika."
"1576","202501576","Case registered at Raichur PS 7 regarding online fraud. Investigation ongoing under IO Raksha."
"1577","202601577","Case registered at Bengaluru Urban PS 95 regarding gambling. Investigation ongoing under IO Krisha."
"1578","202501578","Case registered at Chikkamagaluru PS 26 regarding public nuisance. Investigation ongoing under IO Laksh."
"1579","202401579","Case registered at Dharwad PS 5 regarding burglary. Investigation ongoing under IO Tanish."
"1580","202501580","Case registered at Mandya PS 29 regarding attempt to murder. Investigation ongoing under IO Alka."
"1581","202401581","Case registered at Ballari PS 29 regarding dowry harassment. Investigation ongoing under IO Libni."
"1582","202401582","Case registered at Yadgir PS 19 regarding murder. Investigation ongoing under IO Ati."
"1583","202301583","Case registered at Kalaburagi PS 27 regarding sexual assault. Investigation ongoing under IO Dakshesh."
"1584","202501584","Case registered at Kolar PS 2 regarding vehicle theft. Investigation ongoing under IO Harini."
"1585","202301585","Case registered at Ramanagara PS 23 regarding theft. Investigation ongoing under IO Abeer."
"1586","202601586","Case registered at Ballari PS 55 regarding public nuisance. Investigation ongoing under IO Zayyan."
"1587","202301587","Case registered at Davanagere PS 8 regarding robbery. Investigation ongoing under IO Chasmum."
"1588","202401588","Case registered at Bagalkot PS 19 regarding criminal breach of trust. Investigation ongoing under IO Rudra."
"1589","202301589","Case registered at Belagavi PS 26 regarding vehicle theft. Investigation ongoing under IO Guneet."
"1590","202301590","Case registered at Chikkaballapur PS 8 regarding domestic violence. Investigation ongoing under IO Jai."
"1591","202401591","Case registered at Davanagere PS 28 regarding cheating. Investigation ongoing under IO Rachana."
"1592","202401592","Case registered at Belagavi PS 41 regarding identity theft. Investigation ongoing under IO Alka."
"1593","202601593","Case registered at Belagavi PS 49 regarding attempt to murder. Investigation ongoing under IO Indali."
"1594","202301594","Case registered at Bidar PS 11 regarding online fraud. Investigation ongoing under IO Aditya."
"1595","202301595","Case registered at Udupi PS 14 regarding criminal breach of trust. Investigation ongoing under IO Pallavi."
"1596","202301596","Case registered at Bengaluru Rural PS 2 regarding public nuisance. Investigation ongoing under IO Rajata."
"1597","202301597","Case registered at Gadag PS 3 regarding gambling. Investigation ongoing under IO Eshana."
"1598","202501598","Case registered at Raichur PS 24 regarding criminal breach of trust. Investigation ongoing under IO Aashi."
"1599","202501599","Case registered at Ballari PS 20 regarding gambling. Investigation ongoing under IO Utkarsh."
"1600","202601600","Case registered at Bidar PS 27 regarding online fraud. Investigation ongoing under IO Isaiah."
"1601","202501601","Case registered at Kodagu PS 11 regarding online fraud. Investigation ongoing under IO Banjeet."
"1602","202501602","Case registered at Kodagu PS 15 regarding theft. Investigation ongoing under IO Aadi."
"1603","202401603","Case registered at Belagavi PS 44 regarding theft. Investigation ongoing under IO Omaja."
"1604","202601604","Case registered at Chamarajanagar PS 6 regarding gambling. Investigation ongoing under IO Chandresh."
"1605","202501605","Case registered at Yadgir PS 9 regarding cheating. Investigation ongoing under IO Bhavika."
"1606","202401606","Case registered at Hassan PS 9 regarding sexual assault. Investigation ongoing under IO Noah."
"1607","202401607","Case registered at Tumakuru PS 4 regarding vehicle theft. Investigation ongoing under IO Vrishti."
"1608","202501608","Case registered at Vijayapura PS 9 regarding sexual assault. Investigation ongoing under IO Amara."
"1609","202601609","Case registered at Udupi PS 13 regarding attempt to murder. Investigation ongoing under IO Balvan."
"1610","202301610","Case registered at Dharwad PS 19 regarding criminal breach of trust. Investigation ongoing under IO Jasmit."
"1611","202601611","Case registered at Bengaluru Urban PS 110 regarding identity theft. Investigation ongoing under IO Shravya."
"1612","202301612","Case registered at Chitradurga PS 16 regarding public nuisance. Investigation ongoing under IO Nihal."
"1613","202601613","Case registered at Bidar PS 28 regarding attempt to murder. Investigation ongoing under IO Hiral."
"1614","202301614","Case registered at Belagavi PS 55 regarding murder. Investigation ongoing under IO Gaurang."
"1615","202401615","Case registered at Kalaburagi PS 48 regarding grievous hurt. Investigation ongoing under IO Barkha."
"1616","202501616","Case registered at Belagavi PS 37 regarding gambling. Investigation ongoing under IO Ishaan."
"1617","202601617","Case registered at Kodagu PS 4 regarding vehicle theft. Investigation ongoing under IO Yashvi."
"1618","202501618","Case registered at Chikkamagaluru PS 19 regarding domestic violence. Investigation ongoing under IO Sudiksha."
"1619","202401619","Case registered at Belagavi PS 49 regarding gambling. Investigation ongoing under IO Rushil."
"1620","202301620","Case registered at Yadgir PS 3 regarding robbery. Investigation ongoing under IO Varenya."
"1621","202601621","Case registered at Chamarajanagar PS 24 regarding grievous hurt. Investigation ongoing under IO Vasatika."
"1622","202301622","Case registered at Koppal PS 9 regarding criminal breach of trust. Investigation ongoing under IO Logan."
"1623","202401623","Case registered at Chamarajanagar PS 13 regarding criminal breach of trust. Investigation ongoing under IO Amrita."
"1624","202301624","Case registered at Ballari PS 35 regarding cheating. Investigation ongoing under IO Krishna."
"1625","202601625","Case registered at Ramanagara PS 26 regarding online fraud. Investigation ongoing under IO Kevin."
"1626","202501626","Case registered at Tumakuru PS 3 regarding gambling. Investigation ongoing under IO Ekaraj."
"1627","202301627","Case registered at Bengaluru Urban PS 2 regarding gambling. Investigation ongoing under IO Laksh."
"1628","202301628","Case registered at Mysuru PS 28 regarding online fraud. Investigation ongoing under IO Charvi."
"1629","202301629","Case registered at Kalaburagi PS 54 regarding gambling. Investigation ongoing under IO Rushil."
"1630","202501630","Case registered at Mysuru PS 43 regarding theft. Investigation ongoing under IO Amol."
"1631","202301631","Case registered at Bengaluru Urban PS 1 regarding domestic violence. Investigation ongoing under IO Kashish."
"1632","202401632","Case registered at Belagavi PS 1 regarding online fraud. Investigation ongoing under IO Wishi."
"1633","202501633","Case registered at Bengaluru Urban PS 9 regarding cheating. Investigation ongoing under IO Advay."
"1634","202501634","Case registered at Kalaburagi PS 1 regarding public nuisance. Investigation ongoing under IO Yutika."
"1635","202301635","Case registered at Ramanagara PS 7 regarding domestic violence. Investigation ongoing under IO Hritik."
"1636","202601636","Case registered at Ramanagara PS 29 regarding murder. Investigation ongoing under IO Yasti."
"1637","202501637","Case registered at Belagavi PS 28 regarding vehicle theft. Investigation ongoing under IO Lakshmi."
"1638","202401638","Case registered at Dakshina Kannada PS 13 regarding identity theft. Investigation ongoing under IO Abhimanyu."
"1639","202401639","Case registered at Bidar PS 5 regarding vehicle theft. Investigation ongoing under IO Hemang."
"1640","202401640","Case registered at Kalaburagi PS 5 regarding domestic violence. Investigation ongoing under IO Chatura."
"1641","202401641","Case registered at Kalaburagi PS 42 regarding public nuisance. Investigation ongoing under IO Oni."
"1642","202401642","Case registered at Dakshina Kannada PS 32 regarding burglary. Investigation ongoing under IO Alexander."
"1643","202501643","Case registered at Ballari PS 52 regarding identity theft. Investigation ongoing under IO Pooja."
"1644","202401644","Case registered at Chikkamagaluru PS 16 regarding cheating. Investigation ongoing under IO Aahana."
"1645","202301645","Case registered at Bengaluru Urban PS 56 regarding identity theft. Investigation ongoing under IO Peter."
